Код СЦ1,Код СЦ2,Distance
110-41-2,107-4-2,19
107-4-2,110-51-1,35
110-51-1,107-4-2,35
107-4-2,110-51-2,35
110-51-2,107-4-2,35
110-8-1,110-8-1,0
1,110-8-1,492
110-8-1,1,492
2,110-8-1,186
110-8-1,2,186
3,110-8-1,1503
110-8-1,3,1503
4,110-8-1,51
110-8-1,4,51
5,110-8-1,725
110-8-1,5,725
6,110-8-1,497
110-8-1,6,497
7,110-8-1,182
110-8-1,7,182
8,110-8-1,0
110-8-1,8,0
9,110-8-1,1609
110-8-1,9,1609
10,110-8-1,2718
110-8-1,10,2718
11,110-8-1,766
110-8-1,11,766
12,110-8-1,965
110-8-1,12,965
13,110-8-1,835
110-8-1,13,835
14,110-8-1,732
110-8-1,14,732
15,110-8-1,302
110-8-1,15,302
16,110-8-1,202
110-8-1,16,202
17,110-8-1,4146
110-8-1,17,4146
18,110-8-1,32
110-8-1,18,32
19,110-8-1,987
110-8-1,19,987
20,110-8-1,34
110-8-1,20,34
21,110-8-1,1062
110-8-1,21,1062
22,110-8-1,1822
110-8-1,22,1822
23,110-8-1,3620
110-8-1,23,3620
24,110-8-1,656
110-8-1,24,656
25,110-8-1,10
110-8-1,25,10
26,110-8-1,1400
110-8-1,26,1400
27,110-8-1,71
110-8-1,27,71
28,110-8-1,34
110-8-1,28,34
29,110-8-1,44
110-8-1,29,44
30,110-8-1,51
110-8-1,30,51
31,110-8-1,1363
110-8-1,31,1363
32,110-8-1,455
110-8-1,32,455
33,110-8-1,626
110-8-1,33,626
34,110-8-1,1458
110-8-1,34,1458
35,110-8-1,428
110-8-1,35,428
36,110-8-1,449
110-8-1,36,449
37,110-8-1,392
110-8-1,37,392
38,110-8-1,850
110-8-1,38,850
39,110-8-1,1213
110-8-1,39,1213
40,110-8-1,1319
110-8-1,40,1319
41,110-8-1,40
110-8-1,41,40
42,110-8-1,1800
110-8-1,42,1800
43,110-8-1,534
110-8-1,43,534
44,110-8-1,1447
110-8-1,44,1447
45,110-8-1,3596
110-8-1,45,3596
46,110-8-1,2160
110-8-1,46,2160
47,110-8-1,1074
110-8-1,47,1074
48,110-8-1,216
110-8-1,48,216
49,110-8-1,3639
110-8-1,49,3639
50,110-8-1,1059
110-8-1,50,1059
51,110-8-1,30
110-8-1,51,30
52,110-8-1,47
110-8-1,52,47
53,110-8-1,297
110-8-1,53,297
54,110-8-1,825
110-8-1,54,825
55,110-8-1,3378
110-8-1,55,3378
56,110-8-1,180
110-8-1,56,180
57,110-8-1,48
110-8-1,57,48
58,110-8-1,34
110-8-1,58,34
110-8-1,106-4-1,51
106-4-1,110-8-1,51
110-8-1,106-4-2,51
106-4-2,110-8-1,51
110-8-1,107-4-1,51
107-4-1,110-8-1,51
110-8-1,107-4-2,51
107-4-2,110-8-1,51
110-8-1,110-8-1,0
110-8-1,110-8-1,0
110-8-1,110-8-2,0
110-8-2,110-8-1,0
110-8-1,110-41-1,40
110-41-1,110-8-1,40
110-8-1,110-41-2,40
110-41-2,110-8-1,40
110-8-1,110-51-1,30
110-51-1,110-8-1,30
110-8-1,110-51-2,30
110-51-2,110-8-1,30
110-8-2,110-8-2,0
1,110-8-2,492
110-8-2,1,492
2,110-8-2,186
110-8-2,2,186
3,110-8-2,1503
110-8-2,3,1503
4,110-8-2,51
110-8-2,4,51
5,110-8-2,725
110-8-2,5,725
6,110-8-2,497
110-8-2,6,497
7,110-8-2,182
110-8-2,7,182
8,110-8-2,0
110-8-2,8,0
9,110-8-2,1609
110-8-2,9,1609
10,110-8-2,2718
110-8-2,10,2718
11,110-8-2,766
110-8-2,11,766
12,110-8-2,965
110-8-2,12,965
13,110-8-2,835
110-8-2,13,835
14,110-8-2,732
110-8-2,14,732
15,110-8-2,302
110-8-2,15,302
16,110-8-2,202
110-8-2,16,202
17,110-8-2,4146
110-8-2,17,4146
18,110-8-2,32
110-8-2,18,32
19,110-8-2,987
110-8-2,19,987
20,110-8-2,34
110-8-2,20,34
21,110-8-2,1062
110-8-2,21,1062
22,110-8-2,1822
110-8-2,22,1822
23,110-8-2,3620
110-8-2,23,3620
24,110-8-2,656
110-8-2,24,656
25,110-8-2,10
110-8-2,25,10
26,110-8-2,1400
110-8-2,26,1400
27,110-8-2,71
110-8-2,27,71
28,110-8-2,34
110-8-2,28,34
29,110-8-2,44
110-8-2,29,44
30,110-8-2,51
110-8-2,30,51
31,110-8-2,1363
110-8-2,31,1363
32,110-8-2,455
110-8-2,32,455
33,110-8-2,626
110-8-2,33,626
34,110-8-2,1458
110-8-2,34,1458
35,110-8-2,428
110-8-2,35,428
36,110-8-2,449
110-8-2,36,449
37,110-8-2,392
110-8-2,37,392
38,110-8-2,850
110-8-2,38,850
39,110-8-2,1213
110-8-2,39,1213
40,110-8-2,1319
110-8-2,40,1319
41,110-8-2,40
110-8-2,41,40
42,110-8-2,1800
110-8-2,42,1800
43,110-8-2,534
110-8-2,43,534
44,110-8-2,1447
110-8-2,44,1447
45,110-8-2,3596
110-8-2,45,3596
46,110-8-2,2160
110-8-2,46,2160
47,110-8-2,1074
110-8-2,47,1074
48,110-8-2,216
110-8-2,48,216
49,110-8-2,3639
110-8-2,49,3639
50,110-8-2,1059
110-8-2,50,1059
51,110-8-2,30
110-8-2,51,30
52,110-8-2,47
110-8-2,52,47
53,110-8-2,297
110-8-2,53,297
54,110-8-2,825
110-8-2,54,825
55,110-8-2,3378
110-8-2,55,3378
56,110-8-2,180
110-8-2,56,180
57,110-8-2,48
110-8-2,57,48
58,110-8-2,34
110-8-2,58,34
110-8-2,106-4-1,51
106-4-1,110-8-2,51
110-8-2,106-4-2,51
106-4-2,110-8-2,51
110-8-2,107-4-1,51
107-4-1,110-8-2,51
110-8-2,107-4-2,51
107-4-2,110-8-2,51
110-8-2,110-8-1,0
110-8-1,110-8-2,0
110-8-2,110-8-2,0
110-8-2,110-8-2,0
110-8-2,110-41-1,40
110-41-1,110-8-2,40
110-8-2,110-41-2,40
110-41-2,110-8-2,40
110-8-2,110-51-1,30
110-51-1,110-8-2,30
110-8-2,110-51-2,30
110-51-2,110-8-2,30
110-41-1,110-41-1,0
1,110-41-1,526
110-41-1,1,526
2,110-41-1,203
110-41-1,2,203
3,110-41-1,1537
110-41-1,3,1537
4,110-41-1,19
110-41-1,4,19
5,110-41-1,693
110-41-1,5,693
6,110-41-1,471
110-41-1,6,471
7,110-41-1,210
110-41-1,7,210
8,110-41-1,40
110-41-1,8,40
9,110-41-1,1645
110-41-1,9,1645
10,110-41-1,2717
110-41-1,10,2717
11,110-41-1,730
110-41-1,11,730
12,110-41-1,1000
110-41-1,12,1000
13,110-41-1,836
110-41-1,13,836
14,110-41-1,697
110-41-1,14,697
15,110-41-1,305
110-41-1,15,305
16,110-41-1,205
110-41-1,16,205
17,110-41-1,4185
110-41-1,17,4185
18,110-41-1,55
110-41-1,18,55
19,110-41-1,951
110-41-1,19,951
20,110-41-1,19
110-41-1,20,19
21,110-41-1,1095
110-41-1,21,1095
22,110-41-1,1794
110-41-1,22,1794
23,110-41-1,3622
110-41-1,23,3622
24,110-41-1,691
110-41-1,24,691
25,110-41-1,45
110-41-1,25,45
26,110-41-1,1440
110-41-1,26,1440
27,110-41-1,52
110-41-1,27,52
28,110-41-1,19
110-41-1,28,19
29,110-41-1,77
110-41-1,29,77
30,110-41-1,34
110-41-1,30,34
31,110-41-1,1364
110-41-1,31,1364
32,110-41-1,491
110-41-1,32,491
33,110-41-1,659
110-41-1,33,659
34,110-41-1,1432
110-41-1,34,1432
35,110-41-1,424
110-41-1,35,424
36,110-41-1,452
110-41-1,36,452
37,110-41-1,410
110-41-1,37,410
38,110-41-1,887
110-41-1,38,887
39,110-41-1,1216
110-41-1,39,1216
40,110-41-1,1351
110-41-1,40,1351
41,110-41-1,0
110-41-1,41,0
42,110-41-1,1806
110-41-1,42,1806
43,110-41-1,572
110-41-1,43,572
44,110-41-1,1479
110-41-1,44,1479
45,110-41-1,3602
110-41-1,45,3602
46,110-41-1,2137
110-41-1,46,2137
47,110-41-1,1079
110-41-1,47,1079
48,110-41-1,186
110-41-1,48,186
49,110-41-1,3645
110-41-1,49,3645
50,110-41-1,1097
110-41-1,50,1097
51,110-41-1,34
110-41-1,51,34
52,110-41-1,17
110-41-1,52,17
53,110-41-1,274
110-41-1,53,274
54,110-41-1,856
110-41-1,54,856
55,110-41-1,3384
110-41-1,55,3384
56,110-41-1,218
110-41-1,56,218
57,110-41-1,53
110-41-1,57,53
58,110-41-1,26
110-41-1,58,26
110-41-1,106-4-1,19
106-4-1,110-41-1,19
110-41-1,106-4-2,19
106-4-2,110-41-1,19
110-41-1,107-4-1,19
107-4-1,110-41-1,19
110-41-1,107-4-2,19
107-4-2,110-41-1,19
110-41-1,110-8-1,40
110-8-1,110-41-1,40
110-41-1,110-8-2,40
110-8-2,110-41-1,40
110-41-1,110-41-1,0
110-41-1,110-41-1,0
110-41-1,110-41-2,0
110-41-2,110-41-1,0
110-41-1,110-51-1,34
110-51-1,110-41-1,34
110-41-1,110-51-2,34
110-51-2,110-41-1,34
110-41-2,110-41-2,0
1,110-41-2,526
110-41-2,1,526
2,110-41-2,203
110-41-2,2,203
3,110-41-2,1537
110-41-2,3,1537
4,110-41-2,19
110-41-2,4,19
5,110-41-2,693
110-41-2,5,693
6,110-41-2,471
110-41-2,6,471
7,110-41-2,210
110-41-2,7,210
8,110-41-2,40
110-41-2,8,40
9,110-41-2,1645
110-41-2,9,1645
10,110-41-2,2717
110-41-2,10,2717
11,110-41-2,730
110-41-2,11,730
12,110-41-2,1000
110-41-2,12,1000
13,110-41-2,836
110-41-2,13,836
14,110-41-2,697
110-41-2,14,697
15,110-41-2,305
110-41-2,15,305
16,110-41-2,205
110-41-2,16,205
17,110-41-2,4185
110-41-2,17,4185
18,110-41-2,55
110-41-2,18,55
19,110-41-2,951
110-41-2,19,951
20,110-41-2,19
110-41-2,20,19
21,110-41-2,1095
110-41-2,21,1095
22,110-41-2,1794
110-41-2,22,1794
23,110-41-2,3622
110-41-2,23,3622
24,110-41-2,691
110-41-2,24,691
25,110-41-2,45
110-41-2,25,45
26,110-41-2,1440
110-41-2,26,1440
27,110-41-2,52
110-41-2,27,52
28,110-41-2,19
110-41-2,28,19
29,110-41-2,77
110-41-2,29,77
30,110-41-2,34
110-41-2,30,34
31,110-41-2,1364
110-41-2,31,1364
32,110-41-2,491
110-41-2,32,491
33,110-41-2,659
110-41-2,33,659
34,110-41-2,1432
110-41-2,34,1432
35,110-41-2,424
110-41-2,35,424
36,110-41-2,452
110-41-2,36,452
37,110-41-2,410
110-41-2,37,410
38,110-41-2,887
110-41-2,38,887
39,110-41-2,1216
110-41-2,39,1216
40,110-41-2,1351
110-41-2,40,1351
41,110-41-2,0
110-41-2,41,0
42,110-41-2,1806
110-41-2,42,1806
43,110-41-2,572
110-41-2,43,572
44,110-41-2,1479
110-41-2,44,1479
45,110-41-2,3602
110-41-2,45,3602
46,110-41-2,2137
110-41-2,46,2137
47,110-41-2,1079
110-41-2,47,1079
48,110-41-2,186
110-41-2,48,186
49,110-41-2,3645
110-41-2,49,3645
50,110-41-2,1097
110-41-2,50,1097
51,110-41-2,34
110-41-2,51,34
52,110-41-2,17
110-41-2,52,17
53,110-41-2,274
110-41-2,53,274
54,110-41-2,856
110-41-2,54,856
55,110-41-2,3384
110-41-2,55,3384
56,110-41-2,218
110-41-2,56,218
57,110-41-2,53
110-41-2,57,53
58,110-41-2,26
110-41-2,58,26
110-41-2,106-4-1,19
106-4-1,110-41-2,19
110-41-2,106-4-2,19
106-4-2,110-41-2,19
110-41-2,107-4-1,19
107-4-1,110-41-2,19
110-41-2,107-4-2,19
107-4-2,110-41-2,19
110-41-2,110-8-1,40
110-8-1,110-41-2,40
110-41-2,110-8-2,40
110-8-2,110-41-2,40
110-41-2,110-41-1,0
110-41-1,110-41-2,0
110-41-2,110-41-2,0
110-41-2,110-41-2,0
110-41-2,110-51-1,34
110-51-1,110-41-2,34
110-41-2,110-51-2,34
110-51-2,110-41-2,34
110-51-1,110-51-1,0
1,110-51-1,512
110-51-1,1,512
2,110-51-1,171
110-51-1,2,171
3,110-51-1,1523
110-51-1,3,1523
4,110-51-1,35
110-51-1,4,35
5,110-51-1,701
110-51-1,5,701
6,110-51-1,489
110-51-1,6,489
7,110-51-1,201
110-51-1,7,201
8,110-51-1,30
110-51-1,8,30
9,110-51-1,1631
110-51-1,9,1631
10,110-51-1,2723
110-51-1,10,2723
11,110-51-1,738
110-51-1,11,738
12,110-51-1,986
110-51-1,12,986
13,110-51-1,842
110-51-1,13,842
14,110-51-1,705
110-51-1,14,705
15,110-51-1,311
110-51-1,15,311
16,110-51-1,211
110-51-1,16,211
17,110-51-1,4190
110-51-1,17,4190
18,110-51-1,22
110-51-1,18,22
19,110-51-1,969
110-51-1,19,969
20,110-51-1,14
110-51-1,20,14
21,110-51-1,1085
110-51-1,21,1085
22,110-51-1,1812
110-51-1,22,1812
23,110-51-1,3628
110-51-1,23,3628
24,110-51-1,666
110-51-1,24,666
25,110-51-1,36
110-51-1,25,36
26,110-51-1,1427
110-51-1,26,1427
27,110-51-1,37
110-51-1,27,37
28,110-51-1,14
110-51-1,28,14
29,110-51-1,52
110-51-1,29,52
30,110-51-1,20
110-51-1,30,20
31,110-51-1,1370
110-51-1,31,1370
32,110-51-1,477
110-51-1,32,477
33,110-51-1,649
110-51-1,33,649
34,110-51-1,1449
110-51-1,34,1449
35,110-51-1,396
110-51-1,35,396
36,110-51-1,457
110-51-1,36,457
37,110-51-1,377
110-51-1,37,377
38,110-51-1,878
110-51-1,38,878
39,110-51-1,1222
110-51-1,39,1222
40,110-51-1,1337
110-51-1,40,1337
41,110-51-1,34
110-51-1,41,34
42,110-51-1,1806
110-51-1,42,1806
43,110-51-1,545
110-51-1,43,545
44,110-51-1,1469
110-51-1,44,1469
45,110-51-1,3602
110-51-1,45,3602
46,110-51-1,2148
110-51-1,46,2148
47,110-51-1,1079
110-51-1,47,1079
48,110-51-1,189
110-51-1,48,189
49,110-51-1,3647
110-51-1,49,3647
50,110-51-1,1074
110-51-1,50,1074
51,110-51-1,0
110-51-1,51,0
52,110-51-1,24
110-51-1,52,24
53,110-51-1,287
110-51-1,53,287
54,110-51-1,835
110-51-1,54,835
55,110-51-1,3385
110-51-1,55,3385
56,110-51-1,183
110-51-1,56,183
57,110-51-1,55
110-51-1,57,55
58,110-51-1,14
110-51-1,58,14
110-51-1,106-4-1,35
106-4-1,110-51-1,35
110-51-1,106-4-2,35
106-4-2,110-51-1,35
110-51-1,107-4-1,35
107-4-1,110-51-1,35
110-51-1,107-4-2,35
107-4-2,110-51-1,35
110-51-1,110-8-1,30
110-8-1,110-51-1,30
110-51-1,110-8-2,30
110-8-2,110-51-1,30
110-51-1,110-41-1,34
110-41-1,110-51-1,34
110-51-1,110-41-2,34
110-41-2,110-51-1,34
110-51-1,110-51-1,0
110-51-1,110-51-1,0
110-51-1,110-51-2,0
110-51-2,110-51-1,0
110-51-2,110-51-2,0
1,110-51-2,512
110-51-2,1,512
2,110-51-2,171
110-51-2,2,171
3,110-51-2,1523
110-51-2,3,1523
4,110-51-2,35
110-51-2,4,35
5,110-51-2,701
110-51-2,5,701
6,110-51-2,489
110-51-2,6,489
7,110-51-2,201
110-51-2,7,201
8,110-51-2,30
110-51-2,8,30
9,110-51-2,1631
110-51-2,9,1631
10,110-51-2,2723
110-51-2,10,2723
11,110-51-2,738
110-51-2,11,738
12,110-51-2,986
110-51-2,12,986
13,110-51-2,842
110-51-2,13,842
14,110-51-2,705
110-51-2,14,705
15,110-51-2,311
110-51-2,15,311
16,110-51-2,211
110-51-2,16,211
17,110-51-2,4190
110-51-2,17,4190
18,110-51-2,22
110-51-2,18,22
19,110-51-2,969
110-51-2,19,969
20,110-51-2,14
110-51-2,20,14
21,110-51-2,1085
110-51-2,21,1085
22,110-51-2,1812
110-51-2,22,1812
23,110-51-2,3628
110-51-2,23,3628
24,110-51-2,666
110-51-2,24,666
25,110-51-2,36
110-51-2,25,36
26,110-51-2,1427
110-51-2,26,1427
27,110-51-2,37
110-51-2,27,37
28,110-51-2,14
110-51-2,28,14
29,110-51-2,52
110-51-2,29,52
30,110-51-2,20
110-51-2,30,20
31,110-51-2,1370
110-51-2,31,1370
32,110-51-2,477
110-51-2,32,477
33,110-51-2,649
110-51-2,33,649
34,110-51-2,1449
110-51-2,34,1449
35,110-51-2,396
110-51-2,35,396
36,110-51-2,457
110-51-2,36,457
37,110-51-2,377
110-51-2,37,377
38,110-51-2,878
110-51-2,38,878
39,110-51-2,1222
110-51-2,39,1222
40,110-51-2,1337
110-51-2,40,1337
41,110-51-2,34
110-51-2,41,34
42,110-51-2,1806
110-51-2,42,1806
43,110-51-2,545
110-51-2,43,545
44,110-51-2,1469
110-51-2,44,1469
45,110-51-2,3602
110-51-2,45,3602
46,110-51-2,2148
110-51-2,46,2148
47,110-51-2,1079
110-51-2,47,1079
48,110-51-2,189
110-51-2,48,189
49,110-51-2,3647
110-51-2,49,3647
50,110-51-2,1074
110-51-2,50,1074
51,110-51-2,0
110-51-2,51,0
52,110-51-2,24
110-51-2,52,24
53,110-51-2,287
110-51-2,53,287
54,110-51-2,835
110-51-2,54,835
55,110-51-2,3385
110-51-2,55,3385
56,110-51-2,183
110-51-2,56,183
57,110-51-2,55
110-51-2,57,55
58,110-51-2,14
110-51-2,58,14
110-51-2,106-4-1,35
106-4-1,110-51-2,35
110-51-2,106-4-2,35
106-4-2,110-51-2,35
110-51-2,107-4-1,35
107-4-1,110-51-2,35
110-51-2,107-4-2,35
107-4-2,110-51-2,35
110-51-2,110-8-1,30
110-8-1,110-51-2,30
110-51-2,110-8-2,30
110-8-2,110-51-2,30
110-51-2,110-41-1,34
110-41-1,110-51-2,34
110-51-2,110-41-2,34
110-41-2,110-51-2,34
110-51-2,110-51-1,0
110-51-1,110-51-2,0
110-51-2,110-51-2,0
110-51-2,110-51-2,0
